id,channel_sales,cons_12m,cons_gas_12m,cons_last_month,date_activ,date_end,date_modif_prod,date_renewal,forecast_cons_12m,forecast_cons_year,forecast_discount_energy,forecast_meter_rent_12m,forecast_price_energy_off_peak,forecast_price_energy_peak,forecast_price_pow_off_peak,has_gas,imp_cons,margin_gross_pow_ele,margin_net_pow_ele,nb_prod_act,net_margin,num_years_antig,origin_up,pow_max,churn
af87b64523cf1f4f4a681e2cc44c8629,foosdfpfkusacimwkcsosbicdxkicaua,41214,0,3538,11/4/2011,11/4/2016,11/1/2015,11/5/2015,4294.49,3538,0,146.56,0.11536,0.100243,40.606701,f,352.08,3.72,3.72,1,505.47,4,lxidpiddsbxsbosboudacockeimpuepw,19.8,0
9403f3f9ff06ec9e49db8255ede2b098,lmkebamcaaclubfxadlmueccxoimlema,2012791,0,218619,6/22/2011,6/22/2016,6/22/2011,6/23/2015,547.35,346,0,16.12,0.144902,0,44.31137796,f,50.79,21.52,21.52,1,50.38,5,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.2,0
d9260de11c54a215fa7363f603bbeaf6,foosdfpfkusacimwkcsosbicdxkicaua,5957,0,794,6/8/2010,6/8/2016,6/8/2010,6/23/2015,510.87,315,0,18.47,0.145711,0,44.31137796,f,46.17,24.4,24.4,1,50.71,6,lxidpiddsbxsbosboudacockeimpuepw,15,0
91607f6e0ed7143ab1a5b2abc20f1c00,foosdfpfkusacimwkcsosbicdxkicaua,1938393,0,312684,9/1/2012,9/1/2016,9/1/2012,9/2/2015,3426.48,3537,0,51.6,0.143166,0,44.31137796,f,513.03,11.95,11.95,1,279.26,3,lxidpiddsbxsbosboudacockeimpuepw,13.85,0
757ea31873662fe77d60e8c4f736a1ec,foosdfpfkusacimwkcsosbicdxkicaua,9141,0,1592,3/1/2012,9/20/2016,9/20/2015,3/3/2014,419.22,523,0,16.32,0.142881,0,46.30537836,f,74.39,29.5,29.5,1,30.9,4,lxidpiddsbxsbosboudacockeimpuepw,13.856,0
adfec8a906dfa5c6d836231e65825539,foosdfpfkusacimwkcsosbicdxkicaua,110534,0,7546,4/4/2012,4/4/2016,4/4/2012,4/5/2015,3485.92,2797,0,131.87,0.11691,0.100572,40.606701,f,272.68,32.1,32.1,1,416.74,4,lxidpiddsbxsbosboudacockeimpuepw,26.61,0
34f2d4431b7db25cd660b098acf3d3a0,foosdfpfkusacimwkcsosbicdxkicaua,79090,0,3319,8/1/2009,8/1/2016,7/12/2015,8/2/2015,2690.38,2191,0,130.47,0.114025,0.097683,40.606701,f,201.4,12.36,12.36,1,311.76,6,ldkssxwpmemidmecebumciepifcamkci,19.8,0
b96aa3a8655203318c6b853dbdb0ceb7,foosdfpfkusacimwkcsosbicdxkicaua,88178,0,6094,1/15/2010,2/14/2016,9/14/2013,2/16/2015,9070.33,6094,0,145.41,0.115744,0.098858,40.606701,f,611.08,32.88,32.88,1,719.37,6,lxidpiddsbxsbosboudacockeimpuepw,33,1
54a77b7ec412ca7133750d2cb2a24096,ewpakwlliwisiwduibdlfmalxowmwpci,22333,0,2237,11/17/2010,11/17/2016,5/24/2015,11/18/2015,2377.86,2237,0,143.04,0.115237,0.100123,40.606701,f,226.86,9.93,9.93,1,234.39,5,kamkkxfxxuwbdslkwifmmcsiusiuosws,52.5,0
0f7487e3c557be9c77570e11ce572454,foosdfpfkusacimwkcsosbicdxkicaua,31653,0,124,3/5/2011,3/5/2016,3/5/2011,3/6/2015,82.03,124,0,129.6,0.120372,0.103487,40.606701,f,12.19,108.9,108.9,1,10.32,5,lxidpiddsbxsbosboudacockeimpuepw,48,0
b664719a6cbb1966d9987c3f6ec6d209,foosdfpfkusacimwkcsosbicdxkicaua,10602,0,951,3/13/2012,3/13/2016,3/13/2012,3/16/2015,1122.03,951,0,129.61,0.120372,0.103487,40.606701,f,98.66,36.22,36.22,1,137.56,4,lxidpiddsbxsbosboudacockeimpuepw,20,0
a20ef5d293e20e3d9e9f60cf2be3ce63,MISSING,348859,0,53135,12/20/2010,12/20/2016,12/20/2010,12/21/2015,2767.31,2368,0,142.63,0.116509,0.101397,40.606701,f,218.34,4.46,4.46,1,364.43,5,ldkssxwpmemidmecebumciepifcamkci,100,0
413f4bf21686876dd0d9a2bf0cc5ba1f,foosdfpfkusacimwkcsosbicdxkicaua,7314,0,1542,5/28/2012,5/28/2016,5/28/2012,5/29/2015,1094.82,1542,0,18.32,0.145711,0,44.31137796,f,226.96,27.69,27.69,1,111.5,4,lxidpiddsbxsbosboudacockeimpuepw,15,0
3bd97d79feb083b315baa9545c76c84d,foosdfpfkusacimwkcsosbicdxkicaua,1129316,0,79977,12/17/2011,12/17/2016,12/17/2011,12/20/2015,1346.17,1174,0,129.24,0.116509,0.101397,40.606701,f,117.71,2.46,2.46,1,172.91,4,lxidpiddsbxsbosboudacockeimpuepw,19.72,1
cb5171895e4a15e2c72cbbd7cf054cbf,foosdfpfkusacimwkcsosbicdxkicaua,11399,0,1105,5/26/2011,4/1/2016,4/1/2014,4/2/2015,2158.81,1105,24,14.44,0.186188,0,45.80687796,f,206.39,37.56,37.56,1,864.94,5,lxidpiddsbxsbosboudacockeimpuepw,12.5,0
b50576e9fd15d9fa7e550be0f19fbf9e,foosdfpfkusacimwkcsosbicdxkicaua,162691,0,18860,1/6/2011,1/6/2017,1/6/2011,1/7/2016,7603.69,9069,0,130.68,0.115744,0.098858,40.606701,f,836.8,16.32,16.32,1,677.58,5,lxidpiddsbxsbosboudacockeimpuepw,16.4,0
063acc614e176cf9edb486d267a90097,MISSING,158223,188601,17754,4/10/2010,4/10/2016,9/16/2013,4/12/2015,5658.04,9471,0,129.26,0.114481,0.098142,40.606701,t,940.24,35.81,35.81,3,580.06,6,lxidpiddsbxsbosboudacockeimpuepw,40,0
cd2ac5886d344c93b3a2358e4604e1fe,usilxuppasemubllopkaafesmlibmsdf,84410,186857,7891,12/2/2011,12/2/2016,11/17/2014,12/3/2015,3166.13,3007,0,132.13,0.116509,0.101397,40.606701,t,302.49,0.8,0.8,4,396.63,4,kamkkxfxxuwbdslkwifmmcsiusiuosws,17.25,0
ac9b40690cdc78263fecc452bd92c227,MISSING,8647,0,829,1/28/2010,1/28/2016,1/28/2010,1/30/2015,399.54,389,0,129.6,0.1169,0.100015,40.606701,f,37.53,51.96,51.96,1,45.47,6,lxidpiddsbxsbosboudacockeimpuepw,20.785,0
d44fcb35df8f88e9032ad52678d060a3,foosdfpfkusacimwkcsosbicdxkicaua,1017579,187578,120936,6/14/2011,6/14/2016,6/14/2011,6/23/2015,100.27,125,0,146.81,0.115174,0.098837,40.606701,t,11.86,47,47,2,14.59,5,lxidpiddsbxsbosboudacockeimpuepw,29.7,0
327e887296aa77019b4954c6bb0a8cc3,foosdfpfkusacimwkcsosbicdxkicaua,16605,227049,2000,1/12/2010,2/9/2016,1/12/2010,2/11/2015,1694.72,2000,0,132.19,0.1169,0.100015,40.606701,t,200.09,24.72,24.72,2,183.25,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,16.5,0
9cdfb70886ecb55f8a8620af8a99a722,foosdfpfkusacimwkcsosbicdxkicaua,92718,0,7895,9/9/2009,9/9/2016,9/9/2009,9/10/2015,8796.43,7895,0,145.77,0.113323,0.096984,40.606701,t,735.06,14.94,14.94,2,848.79,6,lxidpiddsbxsbosboudacockeimpuepw,55,0
215fcb61cd9905b5e605b292666975d9,foosdfpfkusacimwkcsosbicdxkicaua,64516,21201,3764,3/22/2013,3/22/2016,6/25/2014,3/23/2015,4766.96,3764,0,145.03,0.118636,0.10175,40.606701,t,376.57,22.44,22.44,2,530.16,3,ldkssxwpmemidmecebumciepifcamkci,15.001,1
33e5a46305e282aef856ef00fee02e2c,foosdfpfkusacimwkcsosbicdxkicaua,67923,14693,4898,9/14/2012,2/4/2016,2/4/2014,2/5/2015,6714.09,4898,0,147.79,0.112852,0.095965,40.606701,t,469.1,19.92,19.92,2,571.66,3,lxidpiddsbxsbosboudacockeimpuepw,20,0
270835591aad4b5231d23fb7bdcd3bcf,MISSING,6383,0,1116,1/21/2010,1/21/2017,11/16/2015,1/22/2016,958.79,1116,0,16.26,0.145541,0,44.31137796,f,163.87,34.68,34.68,1,101.81,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.856,0
38ff1f75487719c54ba3d4a46f9ee244,lmkebamcaaclubfxadlmueccxoimlema,19704,45795,1466,12/8/2010,12/8/2016,11/17/2014,12/9/2015,1991.63,1466,0,128.19,0.116509,0.101397,40.606701,t,147.9,60.84,60.84,3,66.87,5,lxidpiddsbxsbosboudacockeimpuepw,25,0
be272db990d3604a49a54887dfa904f4,foosdfpfkusacimwkcsosbicdxkicaua,10930,0,3227,7/14/2009,7/14/2016,7/14/2009,7/15/2015,777.96,1578,0,16.68,0.165793,0.088539,44.31137796,f,217.04,14.57,14.57,1,59.82,7,ldkssxwpmemidmecebumciepifcamkci,10.35,0
6187a71186583ed2457d182b00b632c5,ewpakwlliwisiwduibdlfmalxowmwpci,15150,0,4700,3/16/2013,3/16/2016,3/16/2013,3/17/2015,1637.98,4700,0,10.37,0.164058,0.086163,44.31137796,f,494.42,29.76,29.76,1,134.5,3,lxidpiddsbxsbosboudacockeimpuepw,14.49,0
cfc1377e09c9866fae771bb4180f026a,ewpakwlliwisiwduibdlfmalxowmwpci,4077,0,668,7/9/2010,7/9/2016,5/23/2015,7/10/2015,601.62,668,0,16.89,0.142822,0,44.31137796,f,96.52,15.5,15.5,1,59.37,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,11,0
d4a84ff4ec620151ef05bdef0cf27eab,MISSING,16163,0,1474,8/1/2009,8/1/2016,8/1/2009,8/2/2015,1739.46,1474,0,0,0.115174,0.098837,40.606701,f,155.19,12.9,12.9,1,181.75,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,20.7,0
e91f386614c13becdf81cc47fadfa2a2,foosdfpfkusacimwkcsosbicdxkicaua,1750,0,64,3/13/2012,3/13/2016,3/13/2012,3/16/2015,176.01,64,0,127.81,0.120372,0.103487,40.606701,f,6.08,37.39,37.39,1,21.87,4,lxidpiddsbxsbosboudacockeimpuepw,16.5,0
b5159f09fc3592f49048683fb75629da,foosdfpfkusacimwkcsosbicdxkicaua,51774,0,4095,3/10/2012,3/10/2016,3/10/2012,3/11/2015,5282.47,4095,0,130.67,0.118636,0.10175,40.606701,f,406.53,23.66,23.66,1,544.49,4,lxidpiddsbxsbosboudacockeimpuepw,26.4,0
c0465e0147cc1faf14e8793a14c92cd2,foosdfpfkusacimwkcsosbicdxkicaua,38268,0,3598,9/4/2010,9/4/2016,8/27/2015,9/5/2015,2318.35,2495,0,167.76,0.114025,0.097683,40.606701,f,234.18,23.99,23.99,1,295.02,5,lxidpiddsbxsbosboudacockeimpuepw,50,0
3c52cd186c318638296ed093e9cdf412,foosdfpfkusacimwkcsosbicdxkicaua,84527,0,5925,4/4/2012,4/4/2016,4/15/2015,4/5/2015,3787.85,3230,0,129.61,0.115761,0.099419,40.606701,f,325.09,25.44,25.44,1,428.99,4,lxidpiddsbxsbosboudacockeimpuepw,21.04,1
f1f24e9f048478c6d41fa05795b1d424,MISSING,1540,43,21,4/27/2010,4/27/2016,4/27/2010,4/28/2015,19.59,19,0,132.11,0.11691,0.100572,40.606701,t,1.83,42.48,42.48,2,2.43,6,ldkssxwpmemidmecebumciepifcamkci,17,1
9d566b80c46439fb4fa5d9c8eaa51f7e,foosdfpfkusacimwkcsosbicdxkicaua,8011,0,911,1/11/2010,3/9/2016,1/11/2010,3/10/2015,800.29,911,0,132.53,0.1169,0.100015,40.606701,f,89.44,37.39,37.39,1,87.02,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,16.5,0
c30e2e4d0abce6b4db1d0280778d04d4,foosdfpfkusacimwkcsosbicdxkicaua,6569,0,1114,1/24/2012,1/24/2017,11/17/2015,1/25/2016,983.37,1114,0,16.78,0.14531,0,44.31137796,f,163.2,26.04,26.04,1,94.42,4,ldkssxwpmemidmecebumciepifcamkci,10.392,0
599a07e92a3980ae637d36cd6111045f,MISSING,1175,0,177,2/17/2010,2/17/2016,2/17/2010,2/18/2015,177.21,177,0,19.34,0.146694,0,44.31137796,f,26.26,26.04,26.04,1,16.97,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,10.392,0
ac9033ee1d6056f4ac827d79bedcc72d,foosdfpfkusacimwkcsosbicdxkicaua,8369,0,936,1/1/2011,1/1/2017,11/18/2015,1/2/2016,1251.18,936,0,15.16,0.144152,0,44.31137796,f,136.14,34.68,34.68,1,121.33,5,lxidpiddsbxsbosboudacockeimpuepw,13.84,0
900937b8062eaec84aa1e5f16cdfe57d,usilxuppasemubllopkaafesmlibmsdf,15295,0,1807,3/3/2012,3/3/2016,3/3/2012,3/6/2015,1313.84,1381,0,130.31,0.120372,0.103487,40.606701,f,140.32,31.32,31.32,1,156.02,4,lxidpiddsbxsbosboudacockeimpuepw,17.321,0
99158224050f70b152be49f14f86686b,usilxuppasemubllopkaafesmlibmsdf,18262,0,1513,4/18/2012,4/18/2016,9/16/2013,4/21/2015,1310.31,1078,0,129.59,0.118646,0.102308,40.606701,f,110.9,32.48,32.48,1,159.02,4,lxidpiddsbxsbosboudacockeimpuepw,20,0
6a4526450ca4ee8a2cd6709b2a627c8d,foosdfpfkusacimwkcsosbicdxkicaua,7921,0,2037,7/2/2009,7/2/2016,7/2/2009,7/4/2015,1179.04,2037,0,0,0.144902,0,44.31137796,f,298.7,18.62,18.62,1,108.67,7,ldkssxwpmemidmecebumciepifcamkci,13.2,0
da81ccd181f3283287a174f4eca547de,foosdfpfkusacimwkcsosbicdxkicaua,52988,24114,9573,9/30/2011,9/30/2016,9/30/2011,10/1/2015,4608.72,5512,0,18.37,0.143166,0,44.31137796,t,797.2,10.84,10.84,2,362.56,4,lxidpiddsbxsbosboudacockeimpuepw,12.5,0
3beb7a9262b1e77bdd8520a546e7a579,foosdfpfkusacimwkcsosbicdxkicaua,2274,0,391,4/29/2013,4/29/2016,4/29/2013,4/30/2015,342.23,391,0,0,0.145711,0,44.31137796,f,57.66,30.98,30.98,1,35.18,3,lxidpiddsbxsbosboudacockeimpuepw,15,0
8a03a1cb07e0c84dc84f9832eae4d23f,lmkebamcaaclubfxadlmueccxoimlema,50538,0,4168,2/24/2010,2/23/2016,11/12/2015,6/23/2015,5445.84,4168,0,132.11,0.112922,0.09781,40.606701,f,422,18.96,18.96,1,447.52,6,ldkssxwpmemidmecebumciepifcamkci,19,0
882b924b96a0a422a5930cc87673051e,foosdfpfkusacimwkcsosbicdxkicaua,1366,0,341,2/7/2012,2/25/2016,12/17/2015,2/26/2015,258.84,341,30,18.7,0.186188,0,45.80687796,f,63.83,46.32,46.32,1,17.49,4,lxidpiddsbxsbosboudacockeimpuepw,13.2,0
0b0da18e644bac389ba02ab23e1487ed,foosdfpfkusacimwkcsosbicdxkicaua,5994,0,800,9/10/2011,9/14/2016,9/10/2011,9/15/2015,636.86,800,0,128.89,0.115237,0.100123,40.9390266,f,82.51,25.46,25.46,1,67.31,4,lxidpiddsbxsbosboudacockeimpuepw,17.2,1
0019baf3ed1242cd99b3cb592030446f,foosdfpfkusacimwkcsosbicdxkicaua,528,0,150,1/21/2013,1/21/2017,1/21/2013,1/22/2016,142.05,150,0,18.37,0.273963,0,59.26637796,f,41.27,197.28,197.28,1,65.99,3,lxidpiddsbxsbosboudacockeimpuepw,13.15,1
616018ccf121480488737b3823361d1a,usilxuppasemubllopkaafesmlibmsdf,4043,14289,357,6/17/2013,6/17/2016,7/5/2013,6/23/2015,416.31,357,0,143.41,0.11691,0.100572,40.606701,t,35.61,29.85,29.85,2,48.81,3,lxidpiddsbxsbosboudacockeimpuepw,16.5,0
d263e956a4b3d8522299e10714087894,foosdfpfkusacimwkcsosbicdxkicaua,13561,277,2741,8/17/2012,8/17/2016,8/17/2012,8/18/2015,1997.35,2741,0,18.07,0.143166,0,44.31137796,t,397.57,11.7,11.7,2,152.17,3,lxidpiddsbxsbosboudacockeimpuepw,11,0
2c75c74a7c0f2651b3ae5ec830c34b8f,foosdfpfkusacimwkcsosbicdxkicaua,1845,0,310,11/11/2009,11/11/2016,9/19/2015,11/12/2015,273.33,310,0,16.26,0.142881,0,46.30537836,f,44.81,28.02,28.02,1,21.61,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.856,0
cfe53ea9433504883086fc113f19bf3d,lmkebamcaaclubfxadlmueccxoimlema,1676,0,131,10/22/2009,10/25/2016,9/20/2015,10/27/2015,26.77,38,0,133.73,0.11536,0.100243,41.2713642,f,3.74,37.44,37.44,1,3.28,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,15.001,1
0d933e7fe322dea60b3a4e9dfbfee9d8,foosdfpfkusacimwkcsosbicdxkicaua,41588,0,5111,10/3/2012,10/3/2016,9/18/2015,10/4/2015,4353.28,5111,0,141.68,0.115939,0.100823,40.606701,f,520.17,5.76,5.76,1,527.27,3,ldkssxwpmemidmecebumciepifcamkci,17.321,0
987a0a5e856d2185db60c718da435160,lmkebamcaaclubfxadlmueccxoimlema,535973,147192,65016,5/13/2010,5/13/2016,5/13/2010,5/18/2015,1687.23,1651,0,16.11,0.164637,0.087381,44.31137796,t,180.55,17.22,17.22,2,165.61,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,10.392,0
085b7eec474bd25f8140577833f0a6ac,ewpakwlliwisiwduibdlfmalxowmwpci,76233,0,7612,12/7/2011,12/7/2016,11/1/2015,12/8/2015,3844.96,4676,0,16.27,0.143478,0,44.31137796,f,671.99,2.8,2.8,1,294.93,4,kamkkxfxxuwbdslkwifmmcsiusiuosws,10.392,0
4c14c36a57ab73b4b800fc995d3beb73,foosdfpfkusacimwkcsosbicdxkicaua,35055,0,6003,5/28/2012,5/28/2016,4/23/2014,6/3/2015,5154.28,6003,0,13.83,0.143166,0,44.31137796,f,869.45,21.81,21.81,1,454.73,4,lxidpiddsbxsbosboudacockeimpuepw,13.15,0
373fb825c489645f221952db53e35a60,MISSING,9219,0,2740,9/4/2009,9/4/2016,7/12/2015,9/5/2015,841.26,2740,0,16.86,0.16464,0.087382,44.31137796,f,247.16,10.08,10.08,1,98.01,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,10.392,0
3c4ee938001975a4d07cf27a54de433c,MISSING,39375,0,3197,1/22/2010,1/22/2017,12/16/2015,1/24/2016,1366.21,944,0,132.5,0.11286,0.095969,40.606701,f,92.4,40.8,40.8,1,141.86,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,20.4,0
054a060473c4f11a08dcdb183f9be82d,lmkebamcaaclubfxadlmueccxoimlema,1679,0,131,11/3/2009,3/17/2016,3/17/2015,12/18/2014,328.61,131,30,17.58,0.19923,0,45.80687796,f,26.37,43.8,43.8,2,18.55,6,lxidpiddsbxsbosboudacockeimpuepw,12.5,0
5e8b2c437090e22ffe168d19c3aa79eb,lmkebamcaaclubfxadlmueccxoimlema,170442,0,29580,6/3/2010,6/3/2016,6/3/2010,6/21/2015,737.23,74,0,9.65,0.145711,0,44.31137796,f,10.89,22.44,22.44,1,83.38,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.8,0
f451b7678fe549050ed1df7e41a57f1d,MISSING,9818,0,1477,3/30/2004,3/30/2016,3/30/2004,3/31/2015,966.06,1477,0,131.79,0.115174,0.098837,40.606701,f,141.84,94.2,94.2,1,105.37,12,ldkssxwpmemidmecebumciepifcamkci,37.71,0
839492301e7c2d24c02c89315f307e39,usilxuppasemubllopkaafesmlibmsdf,2206,0,62,1/20/2012,8/26/2016,8/26/2014,8/27/2015,274.3,62,0,14.05,0.161165,0.083909,44.31137796,f,7.51,26.04,26.04,1,30.35,4,lxidpiddsbxsbosboudacockeimpuepw,10.392,1
408e0c75cd8f58197c06edb73428bb0d,foosdfpfkusacimwkcsosbicdxkicaua,3118110,468369,289924,2/1/2012,2/1/2016,2/1/2012,2/9/2015,3269.76,3690,0,39.77,0.118636,0.10175,40.606701,t,353.43,24,24,2,387.56,4,lxidpiddsbxsbosboudacockeimpuepw,16,0
cf8c5db0c02e3f92592daccba41c918c,foosdfpfkusacimwkcsosbicdxkicaua,35323,20175,4444,4/27/2012,3/23/2016,6/20/2014,3/25/2015,4651.56,4444,24,142.4,0.148299,0.125137,41.1052014,t,591.62,144.35,144.35,2,606.29,4,lxidpiddsbxsbosboudacockeimpuepw,43.6,0
1da8be069526d166b7cfd15284c68873,lmkebamcaaclubfxadlmueccxoimlema,1740024,0,222684,5/1/2010,5/1/2016,5/1/2010,5/2/2015,2705.19,4443,0,16.56,0.161454,0.084198,44.31137796,f,484.44,22.95,22.95,1,258.44,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.856,0
61b8d915f76bf6ab25dcf097e5384366,usilxuppasemubllopkaafesmlibmsdf,10450,0,1978,8/9/2012,8/9/2016,10/30/2013,8/10/2015,1564.01,1978,0,6.51,0.145711,0,44.31137796,f,291.32,11.7,11.7,1,141.83,3,lxidpiddsbxsbosboudacockeimpuepw,11,0
71437410625520c4e4cc494f113275ee,foosdfpfkusacimwkcsosbicdxkicaua,6060,0,1232,7/29/2009,7/29/2016,7/29/2009,7/31/2015,901.19,1232,0,25.33,0.144902,0,44.31137796,f,180.61,19.04,19.04,1,87,7,lxidpiddsbxsbosboudacockeimpuepw,13.5,0
22c33086af3c686662c232fe9064cc75,lmkebamcaaclubfxadlmueccxoimlema,834128,0,113655,7/16/2010,7/16/2016,7/16/2010,7/17/2015,1302.75,2053,0,16.09,0.164637,0.087381,44.31137796,f,230.6,16.66,16.66,4,150.39,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.2,0
b74cbeff25c78e69e3df44cf2a1e7761,MISSING,411050,0,41722,2/1/2010,2/1/2016,2/1/2010,2/2/2015,4717.08,8182,0,38.74,0.164058,0.086163,44.31137796,f,1124.86,29.76,29.76,1,316.06,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.2,0
